City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
392,kinkala,-4.3614,14.7644,24.27,54,71,4.33,CG,2024-08-06 23:00:37
393,glen innes,-29.7333,151.7333,9.25,69,81,2.04,AU,2024-08-06 23:00:37
394,mhamid,29.82,-5.72,37.04,9,51,3.45,MA,2024-08-06 23:00:37
395,acapulco de juarez,16.8634,-99.8901,30.9,70,40,4.12,MX,2024-08-06 22:56:52
396,thames,-37.1333,175.5333,12.41,62,0,0.27,NZ,2024-08-06 23:00:38
397,holualoa,19.6228,-155.9522,25.31,87,21,1.34,US,2024-08-06 23:00:38
398,irtyshsk,53.3333,75.4572,17.95,91,100,2.44,KZ,2024-08-06 23:00:38
399,kavaratti,10.5669,72.642,27.26,84,100,4.53,IN,2024-08-06 23:00:38
400,vedaraniyam,10.3667,79.85,27.08,77,100,2.57,IN,2024-08-06 23:00:39
401,nogliki,51.8333,143.1667,21.81,78,100,5.74,RU,2024-08-06 23:00:39
402,parras de la fuente,25.4167,-102.1833,30.38,30,57,6.45,MX,2024-08-06 23:00:39
403,anori,-3.7728,-61.6442,28.18,43,97,1.29,BR,2024-08-06 23:00:39
404,lutjenburg,54.2919,10.5895,18.9,82,33,0.45,DE,2024-08-06 23:00:39
405,vadso,70.0744,29.7487,14.49,71,17,1.54,NO,2024-08-06 23:00:39
406,visby,57.6409,18.296,16.12,94,20,1.54,SE,2024-08-06 23:00:39
407,pizhou,34.3114,117.9503,26.03,95,16,2.57,CN,2024-08-06 23:00:40
408,abepura,-2.6333,140.5833,26.45,89,20,2.06,ID,2024-08-06 23:00:40
409,yaren,-0.5472,166.916,28.19,70,87,2.14,NR,2024-08-06 23:00:40
410,margate,51.3813,1.3862,16.5,81,100,4.25,GB,2024-08-06 22:56:07
411,bermejo,-32.8833,-68.8,8.95,66,40,1.54,AR,2024-08-06 23:00:40
412,taroa,8.7058,171.2275,28.48,76,83,5.23,MH,2024-08-06 23:00:40
413,arkhangel'sk,64.5401,40.5433,11.06,100,20,3.0,RU,2024-08-06 23:00:41
414,dolores,-36.3132,-57.6792,14.53,99,97,1.19,AR,2024-08-06 23:00:41
415,sisophon,13.5859,102.9737,24.47,93,88,2.31,KH,2024-08-06 23:00:41
416,naze,28.3667,129.4833,27.51,76,4,0.88,JP,2024-08-06 22:57:18
417,bratsk,56.1325,101.6142,15.27,96,100,3.17,RU,2024-08-06 23:00:41
418,khorixas,-20.3667,14.9667,14.91,43,4,0.44,NA,2024-08-06 23:00:41
419,ad darb,17.7229,42.2526,28.31,66,100,8.66,SA,2024-08-06 23:00:42
420,tidjikja,18.5564,-11.4271,32.51,42,17,3.13,MR,2024-08-06 23:00:42
421,gorgan,36.8387,54.4348,26.98,83,40,0.0,IR,2024-08-06 23:00:42
422,livramento do brumado,-13.6431,-41.8406,21.59,68,74,2.05,BR,2024-08-06 23:00:42
423,glendive,47.1053,-104.7125,34.86,31,40,2.06,US,2024-08-06 23:00:42
424,tual,-5.6667,132.75,25.36,86,79,8.17,ID,2024-08-06 23:00:42
425,lamu,-2.2717,40.902,25.21,82,84,6.91,KE,2024-08-06 23:00:42
426,gatton,-27.55,152.2833,13.57,72,72,0.31,AU,2024-08-06 23:00:43
427,masterton,-40.9597,175.6575,11.05,66,0,1.96,NZ,2024-08-06 23:00:43
428,natal,-5.795,-35.2094,24.36,78,0,3.6,BR,2024-08-06 22:59:43
429,selfoss,63.9331,-20.9971,11.03,90,91,3.45,IS,2024-08-06 23:00:44
430,coyhaique,-45.5752,-72.0662,3.34,98,100,0.6,CL,2024-08-06 23:00:06
431,zubtsov,56.1753,34.5894,13.73,95,82,1.99,RU,2024-08-06 23:00:44
432,eyl,7.9803,49.8164,25.0,79,43,10.3,SO,2024-08-06 23:00:44
433,saint-pierre,-21.3393,55.4781,19.82,60,40,4.12,RE,2024-08-06 23:00:44
434,bafoulabe,13.8065,-10.8321,25.0,93,100,3.17,ML,2024-08-06 23:00:44
435,fernie,49.5,-115.0687,26.38,41,26,1.67,CA,2024-08-06 23:00:45
436,kijang,35.2442,129.2139,25.85,74,44,0.21,KR,2024-08-06 23:00:45
437,awjilah,29.1081,21.2869,31.51,26,0,5.13,LY,2024-08-06 23:00:45
438,le vauclin,14.5452,-60.8388,28.03,78,0,3.6,MQ,2024-08-06 23:00:45
439,gebeit,21.0667,36.3167,26.53,66,100,1.61,SD,2024-08-06 23:00:45
440,makrana,27.05,74.7167,24.95,94,100,6.05,IN,2024-08-06 23:00:45
441,palmer,42.1584,-72.3287,21.75,75,100,1.54,US,2024-08-06 22:58:55
442,klyuchi,52.2667,79.1667,19.48,78,93,2.98,RU,2024-08-06 23:00:46
443,puerto asis,0.5133,-76.5007,24.53,88,77,0.57,CO,2024-08-06 23:00:46
444,dubinino,55.6192,89.0911,14.75,96,100,1.89,RU,2024-08-06 23:00:46
445,tyukhtet,56.5389,89.3011,14.5,99,100,1.87,RU,2024-08-06 23:00:46
446,sandnessjoen,66.0217,12.6316,15.29,73,45,6.89,NO,2024-08-06 23:00:46
447,hilo,19.7297,-155.09,27.84,82,38,0.89,US,2024-08-06 23:00:46
448,tashtagol,52.7657,87.8894,11.59,97,57,1.44,RU,2024-08-06 23:00:47
449,fortuna,40.5982,-124.1573,18.88,75,0,6.17,US,2024-08-06 23:00:47
450,tianfu,37.1936,122.0511,26.75,86,0,1.36,CN,2024-08-06 23:00:47
451,manismata,-2.4667,111.0333,23.23,98,100,1.22,ID,2024-08-06 23:00:47
452,cova figueira,14.8905,-24.2934,20.24,85,100,4.16,CV,2024-08-06 23:00:47
453,fort bragg,35.139,-79.006,24.91,94,100,3.09,US,2024-08-06 23:00:47
454,lagos,6.5833,3.75,24.42,83,51,3.48,NG,2024-08-06 23:00:28
455,alo,6.5486,4.2686,24.38,86,31,4.74,NG,2024-08-06 23:00:48
456,san juan,-31.5375,-68.5364,8.68,67,91,2.32,AR,2024-08-06 23:00:48
457,qarazhal,48.0078,70.7903,23.44,36,0,4.1,KZ,2024-08-06 23:00:48
458,puerto deseado,-47.7503,-65.8938,3.23,71,63,3.27,AR,2024-08-06 23:00:48
459,canton,23.1167,113.25,26.97,67,6,0.92,CN,2024-08-06 22:56:26
460,tegueste,28.5167,-16.3167,20.92,85,100,7.72,ES,2024-08-06 23:00:49
461,el granada,37.5027,-122.4694,34.71,47,0,5.14,US,2024-08-06 23:00:49
462,huarmey,-10.0681,-78.1522,18.28,80,6,5.73,PE,2024-08-06 23:00:49
463,gosaba,22.165,88.7998,26.9,90,100,3.6,IN,2024-08-06 23:00:49
464,bijapur,16.8333,75.7,22.47,90,100,5.56,IN,2024-08-06 23:00:50
465,panaba,21.2833,-88.2667,30.16,71,98,4.65,MX,2024-08-06 23:00:50
466,letlhakane,-21.4167,25.5833,13.9,74,0,4.44,BW,2024-08-06 23:00:50
467,kisangani,0.5167,25.2,23.1,80,58,0.69,CD,2024-08-06 23:00:50
468,vikulovo,56.8167,70.6107,14.02,95,78,2.25,RU,2024-08-06 23:00:50
469,ishigaki,24.3448,124.1572,28.07,94,97,0.51,JP,2024-08-06 23:00:51
470,zonguldak,41.25,31.8333,16.02,78,0,1.7,TR,2024-08-06 23:00:51
471,nar'yan-mar,67.6713,53.087,5.43,85,20,3.33,RU,2024-08-06 23:00:51
472,centenario,-38.8043,-68.14,11.86,28,0,5.14,AR,2024-08-06 23:00:51
473,taltal,-25.4,-70.4833,13.73,83,36,0.95,CL,2024-08-06 23:00:20
474,rockland,41.1668,-74.0496,23.92,90,100,3.07,US,2024-08-06 22:59:21
475,canoinhas,-26.1772,-50.39,16.76,76,1,0.72,BR,2024-08-06 23:00:51
476,kharp,66.8014,65.8081,6.23,77,0,1.76,RU,2024-08-06 23:00:52
477,kirakira,-10.4544,161.9205,27.47,79,74,6.45,SB,2024-08-06 23:00:52
478,vanimo,-2.6741,141.3028,26.98,83,90,2.85,PG,2024-08-06 23:00:52
479,kyzyl-mazhalyk,51.1333,90.6,11.49,72,7,0.56,RU,2024-08-06 23:00:52
480,khash,28.2211,61.2158,25.95,64,100,1.37,IR,2024-08-06 23:00:52
481,cidreira,-30.1811,-50.2056,16.86,95,97,9.21,BR,2024-08-06 23:00:53
482,taoudenni,22.6783,-3.9836,39.25,15,12,4.79,ML,2024-08-06 23:00:53
483,boyolangu,-8.1181,111.8935,22.27,97,81,1.03,ID,2024-08-06 23:00:53
484,neiafu,-18.65,-173.9833,24.38,69,20,3.6,TO,2024-08-06 23:00:53
485,holbrook,40.8123,-73.0784,23.81,94,100,2.57,US,2024-08-06 23:00:53
486,ketchikan,55.3422,-131.6461,21.3,57,19,1.4,US,2024-08-06 23:00:54
487,lagunas,-5.2269,-75.6753,27.85,69,66,0.41,PE,2024-08-06 23:00:54
488,sangkhla buri,15.1555,98.4536,22.11,99,100,0.26,TH,2024-08-06 23:00:54
489,manggar,-2.8833,108.2667,27.18,76,98,5.09,ID,2024-08-06 23:00:54
490,isla mujeres,21.2311,-86.731,30.65,68,100,2.14,MX,2024-08-06 23:00:54
491,la ronge,55.1001,-105.2842,21.14,43,75,6.69,CA,2024-08-06 23:00:55
492,xiaoweizhai,26.1903,107.5125,21.69,98,14,1.45,CN,2024-08-06 23:00:55
493,port sudan,19.6175,37.2164,32.02,67,100,9.38,SD,2024-08-06 23:00:55
494,andalgala,-27.5819,-66.3165,14.96,38,65,0.31,AR,2024-08-06 23:00:55
495,wyndham,37.6985,-77.6125,28.19,74,100,0.89,US,2024-08-06 23:00:55
496,happy valley-goose bay,53.3168,-60.3315,18.17,59,40,4.63,CA,2024-08-06 23:00:11
497,enriquillo,17.9,-71.2333,30.82,77,8,3.8,DO,2024-08-06 23:00:56
498,port-vila,-17.7338,168.3219,22.78,78,75,3.09,VU,2024-08-06 23:00:56
499,inhambane,-23.865,35.3833,19.09,78,15,2.99,MZ,2024-08-06 23:00:56
500,wangqing,43.3218,129.7634,22.61,97,100,0.46,CN,2024-08-06 23:00:56
501,lamar,33.6668,-95.5836,37.77,36,0,0.0,US,2024-08-06 23:00:56
502,okhotsk,59.3833,143.3,10.7,85,100,3.54,RU,2024-08-06 23:00:56
503,justo daract,-33.8594,-65.1828,7.8,70,49,3.53,AR,2024-08-06 23:00:56
504,general mosconi,-23.1851,-62.303,30.43,42,93,9.03,AR,2024-08-06 23:00:57
505,at taj,24.2049,23.2857,33.21,17,100,6.17,LY,2024-08-06 23:00:57
506,timmins,48.4669,-81.3331,21.9,33,75,6.69,CA,2024-08-06 23:00:57
507,moengo,5.6167,-54.4,24.15,87,25,0.82,SR,2024-08-06 23:00:57
508,sabang,5.8933,95.3214,27.79,78,100,9.2,ID,2024-08-06 23:00:57
509,rio preto da eva,-2.6994,-59.6997,30.24,40,100,1.5,BR,2024-08-06 23:00:58
510,sovetsk,55.0839,21.8785,14.34,94,27,2.38,RU,2024-08-06 23:00:58
511,willowmore,-33.2926,23.4895,8.84,54,0,2.66,ZA,2024-08-06 23:00:58
512,makokou,0.5738,12.8642,23.72,68,93,1.18,GA,2024-08-06 23:00:58
513,lindi,-10.0,39.7167,18.31,94,1,2.1,TZ,2024-08-06 23:00:58
514,witu,-2.3889,40.4382,24.29,85,41,4.75,KE,2024-08-06 23:00:59
515,nishinoomote,30.7333,131.0,29.1,82,7,4.63,JP,2024-08-06 23:00:59
516,nova sintra,14.8667,-24.7167,25.58,85,100,7.25,CV,2024-08-06 23:00:59
517,port augusta,-32.5,137.7667,10.96,61,17,2.49,AU,2024-08-06 23:00:59
518,barra de santo antonio,-9.4047,-35.5072,20.6,84,21,4.67,BR,2024-08-06 23:00:59
519,mtsensk,53.2766,36.5733,17.78,76,72,1.5,RU,2024-08-06 23:00:59
520,madingou,-4.1536,13.55,24.5,62,68,1.7,CG,2024-08-06 23:01:00
521,yuxi,24.355,102.5422,17.16,97,87,0.47,CN,2024-08-06 23:01:00
522,puerto cabezas,14.0351,-83.3888,24.98,88,75,2.06,NI,2024-08-06 22:58:04
523,huotong,26.8497,119.4181,26.85,79,79,0.89,CN,2024-08-06 23:01:01
524,laredo,27.5064,-99.5075,39.16,27,0,3.09,US,2024-08-06 22:57:54
525,coalinga,36.1397,-120.3602,40.14,12,0,1.62,US,2024-08-06 23:00:34
526,tuy hoa,13.0833,109.3,24.58,88,23,1.96,VN,2024-08-06 23:01:01
527,pangody,65.85,74.4859,6.09,89,0,4.59,RU,2024-08-06 23:01:02
528,zhosaly,45.4878,64.0781,29.09,29,21,2.56,KZ,2024-08-06 23:01:02
529,ascension,30.2169,-90.9001,36.67,51,0,2.57,US,2024-08-06 23:01:03
530,paidha,2.4167,30.9855,15.84,83,100,1.85,UG,2024-08-06 23:01:03
531,usinsk,65.9939,57.5281,7.08,72,5,5.07,RU,2024-08-06 23:01:03
532,mazsalaca,57.8633,25.0547,14.25,95,81,1.66,LV,2024-08-06 23:01:03
533,calingasta,-31.3308,-69.4078,11.68,8,33,0.06,AR,2024-08-06 23:01:04
534,hadibu,12.65,54.0333,24.99,78,26,8.1,YE,2024-08-06 23:01:04
535,natchez,31.5604,-91.4032,34.69,52,0,2.06,US,2024-08-06 23:01:04
536,sao joao da barra,-21.6403,-41.0511,23.05,83,0,10.31,BR,2024-08-06 23:01:04
537,krasnogorskoye,52.2953,86.1979,15.02,89,100,1.64,RU,2024-08-06 23:01:04
538,arraial do cabo,-22.9661,-42.0278,21.98,88,0,4.63,BR,2024-08-06 23:01:05
539,touros,-5.1989,-35.4608,24.2,82,20,6.67,BR,2024-08-06 23:01:06
540,tura,25.5198,90.2201,24.1,97,100,2.33,IN,2024-08-06 23:01:06
541,rio grande,-32.035,-52.0986,19.06,98,100,4.77,BR,2024-08-06 23:01:06
542,fada,7.25,4.0667,22.33,93,73,1.65,NG,2024-08-06 23:01:07
543,yankton,42.8711,-97.3973,27.84,53,20,3.6,US,2024-08-06 22:56:30
544,tekanpur,25.9833,78.2667,26.8,84,97,2.2,IN,2024-08-06 23:01:07
545,katsuura,35.1333,140.3,26.84,89,98,3.78,JP,2024-08-06 23:01:07
546,loukhi,66.0764,33.0381,8.06,77,46,0.5,RU,2024-08-06 23:01:07
547,nagqu,31.5,92.0,3.46,84,90,1.82,CN,2024-08-06 23:01:08
548,crane,31.3974,-102.3501,36.3,19,0,4.57,US,2024-08-06 23:01:08
549,ornskoldsvik,63.2909,18.7153,12.53,94,0,1.54,SE,2024-08-06 23:01:08
550,deqen,29.9618,90.7188,8.11,87,98,1.75,CN,2024-08-06 23:01:08
551,zakamensk,50.3741,103.2863,11.83,91,3,0.96,RU,2024-08-06 23:01:08
552,mount isa,-20.7333,139.5,14.87,47,3,5.14,AU,2024-08-06 23:01:08
553,leh,34.1667,77.5833,14.69,57,0,3.22,IN,2024-08-06 23:01:09
554,illizi,26.4833,8.4667,30.89,23,0,2.26,DZ,2024-08-06 23:01:09
555,mao,39.8885,4.2658,26.31,83,0,2.06,ES,2024-08-06 23:01:09
556,tarawa,1.419,172.984,31.05,70,20,2.06,KI,2024-08-06 23:01:09
557,harper,4.375,-7.7169,23.68,83,100,4.44,LR,2024-08-06 23:01:09
558,nakhodka,42.8333,132.8947,22.92,92,94,0.8,RU,2024-08-06 23:01:09
559,peterborough,52.5736,-0.2478,15.61,77,10,4.12,GB,2024-08-06 23:01:10
560,alvaraes,-3.2208,-64.8042,28.93,45,1,0.82,BR,2024-08-06 23:01:10
561,cambria,35.5641,-121.0808,42.1,55,22,3.56,US,2024-08-06 23:01:10
562,carnarvon,-24.8667,113.6333,20.39,63,54,3.78,AU,2024-08-06 23:01:10
563,taguatinga,-12.3857,-46.5711,25.85,27,16,2.99,BR,2024-08-06 23:01:10
564,satka,55.0425,59.04,11.49,95,7,1.23,RU,2024-08-06 23:01:11
565,nakhon phanom,17.3333,104.4167,24.82,97,100,2.1,TH,2024-08-06 23:01:11
566,rawson,-43.3002,-65.1023,7.43,87,98,10.03,AR,2024-08-06 23:01:11
567,sao felix do xingu,-6.6447,-51.995,25.74,31,8,0.71,BR,2024-08-06 23:01:11
568,fuglafjordur,62.244,-6.814,11.26,93,82,9.52,FO,2024-08-06 23:01:11
569,anna regina,7.2644,-58.5077,27.0,80,0,2.75,GY,2024-08-06 23:01:11
570,buston,40.2342,69.6948,24.1,38,0,2.0,TJ,2024-08-06 22:58:15
571,voru,57.8339,27.0194,13.72,96,20,1.54,EE,2024-08-06 23:01:12
572,las lomitas,-24.7096,-60.593,24.62,57,94,1.04,AR,2024-08-06 23:01:12
573,lerwick,60.1545,-1.1494,15.0,86,3,7.29,GB,2024-08-06 23:01:12
574,kapa'a,22.0752,-159.319,28.6,65,75,6.69,US,2024-08-06 23:01:12
575,mil'kovo,55.6078,37.7956,17.41,90,13,1.73,RU,2024-08-06 23:01:12
576,aykol,38.1751,77.2132,26.04,27,82,3.77,CN,2024-08-06 23:01:12
577,mairinque,-23.5458,-47.1833,23.36,52,0,2.41,BR,2024-08-06 23:01:13
578,daru,-9.0763,143.2092,25.08,85,95,6.69,PG,2024-08-06 23:01:13
579,mantua,45.1667,10.7833,26.58,83,39,2.17,IT,2024-08-06 23:01:13
580,strelka,58.0728,93.0344,15.87,99,100,1.66,RU,2024-08-06 23:01:13
581,tateyama,34.9833,139.8667,28.94,83,100,2.21,JP,2024-08-06 23:01:13
582,koungou,-12.7336,45.2042,20.84,88,0,1.54,YT,2024-08-06 23:01:13
583,dumai,1.6833,101.45,23.77,98,99,0.33,ID,2024-08-06 23:01:14
584,bogande,12.9714,-0.1436,26.67,76,96,5.44,BF,2024-08-06 23:01:14
585,aral,40.5156,81.2636,21.93,50,100,4.02,CN,2024-08-06 23:01:14
586,kayangel,8.0823,134.7173,28.82,75,100,4.23,PW,2024-08-06 23:01:14
587,domna,51.8971,113.1573,12.09,87,31,0.0,RU,2024-08-06 23:01:14
588,robore,-18.3333,-59.75,27.01,29,48,2.12,BO,2024-08-06 23:01:15
589,kachug,53.9606,105.8817,14.25,83,100,0.95,RU,2024-08-06 23:01:15
590,portel,-1.9356,-50.8211,28.11,55,19,1.88,BR,2024-08-06 23:01:15
591,ottumwa,41.02,-92.4113,21.31,78,100,3.6,US,2024-08-06 22:58:29
